DR3Name;RAdeg;DEdeg;SolID;Source;RandomI;e_RAdeg;e_DEdeg;Plx;e_Plx;RPlx;PM;pmRA;e_pmRA;pmDE;e_pmDE;RADEcor;RAPlxcor;RApmRAcor;RApmDEcor;DEPlxcor;DEpmRAcor;DEpmDEcor;PlxpmRAcor;PlxpmDEcor;pmRApmDEcor;NAL;NAC;NgAL;NbAL;gofAL;chi2AL;epsi;sepsi;Solved;APF;nueff;pscol;e_pscol;RApscolCorr;DEpscolCorr;PlxpscolCorr;pmRApscolCorr;pmDEpscolCorr;MatchObsA;Nper;amax;MatchObs;NewMatchObs;MatchObsrm;IPDgofha;IPDgofhp;IPDfmp;IPDfow;RUWE;SDSk1;SDSk2;SDSk3;SDSk4;SDMk1;SDMk2;SDMk3;SDMk4;Dup;o_Gmag;FG;e_FG;RFG;Gmag;e_Gmag;o_BPmag;FBP;e_FBP;RFBP;BPmag;e_BPmag;o_RPmag;FRP;e_FRP;RFRP;RPmag;e_RPmag;E(BP/RP);NBPcont;NBPblend;NRPcont;NRPblend;Mode;BP-RP;BP-G;G-RP;RV;e_RV;n_RV;o_RV;o_RVd;RVNper;RVS/N;RVgof;RVchi2;RVTdur;RVamp;RVtempTeff;RVtemplogg;RVtemp[Fe/H];Vatmparam;Vbroad;e_Vbroad;o_Vbroad;GRVSmag;e_GRVSmag;o_GRVSmag;RVSS/N;VarFlag;GLON;GLAT;ELON;ELAT;QSO?;Gal?;NSS?;XPcont?;XPsamp?;RVS?;EpochPh?;EpochRV?;MCMCGSP?;MCMCMSC?;And?;PQSO;PGal;PSS;Teff;b_Teff;B_Teff;logg;b_logg;B_logg;[Fe/H];b_[Fe/H];B_[Fe/H];Dist;b_Dist;B_Dist;A0;b_A0;B_A0;AG;b_AG;B_AG;E(BP-RP);b_E(BP-RP);B_E(BP-RP);Lib;HIP;dHIP;nHIP;f_HIP;PS1coid;PS1;dPS1;nPS1;mPS1;f_PS1;SDSS13coid;SDSS13;dSDSS13;nSDSS13;mSDSS13;f_SDSS13;SKYM2;dSKYM2;nSKYM2;mSKYM2;f_SKYM2;TYC2;dTYC2;f_TYC2;TYC2moid;nTYC2;URAT1;dURAT1;f_URAT1;URAT1oid;nURAT1;mURAT1;AllWISE;dAllWISE;f_AllWISE;AllWISEoid;nAllWISE;mAllWISE;APASS9coid;APASS9;dAPASS9;nAPASS9;mAPASS9;f_APASS9;GSC23;dGSC23;f_GSC23;GSC23coid;nGSC23;mGSC23;RAVE5;dRAVE5;f_RAVE5;RAVE5coid;nRAVE5;2MASS;d2MASS;f_2MASS;2MASScoid;n2MASS;m2MASS;RAVE6;dRAVE6;f_RAVE6;RAVE6oid;nRAVE6;RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;RADEcorJ2000
Gaia DR3 604904950611554432;132.95912721714;11.76857577167;1636148068921376768;604904950611554432;817544869;0.0218;0.0109;1.1781;0.0262;45.0136;11.494;-11.119;0.027;-2.910;0.019;-0.1425;-0.1235;-0.0611;0.1018;0.0216;0.0536;-0.0264;0.3297;-0.3257;-0.0947;402;402;399;3;9.0960;1.4438e+03;0.158;3.1962e+01;31;0;1.492;;;;;;;;45;18;0.038899;51;9;0;4.678e-02;1.340e+01;0;0;1.340;;;;;;;;;0;421;1174497.64287;3.45427e+02;3.40013e+03;10.512736;0.002774;45;5.53218e+05;5.23244e+02;1.05729e+03;10.981301;0.002973;44;8.84924e+05;5.37225e+02;1.64721e+03;9.880630;0.003836;1.224;0;0;0;0;0;1.100671;0.468565;0.632106;37.07;0.91;1;21;6;11;9.2110e+01;2.5554e+01;0.000000;851.525;9.44;4750.0;2.5;0.25;222;11.1691;1.9488;12;9.644314;0.007231;12;1.012674e+02;NOT_AVAILABLE;215.79444225145;32.00232664029;132.09557511047;-5.61600391697;0;0;2;1;1;1;0;0;0;1;0;0.000000;0.000000;0.999906;4942.0;4939.2;4944.8;2.6020;2.5894;2.6176;-0.3357;-0.3380;-0.3340;757.8086;745.0525;768.5259;0.0108;0.0082;0.0135;0.0086;0.0065;0.0107;0.0045;0.0034;0.0057;PHOENIX;;;;;;;;;;;171595143;1237671262272291402;0.222873;1;0;8;;;;;;814-1667-1;0.067451;8;1548706;1;URAT1-509150599;0.061840;40;64329569;1;0;J085150.19+114606.8;0.037356;8;454581218;1;0;38493251;5188522;0.018229;1;0;8;N8X7000813;0.042408;8;620580045;1;0;;;;;;08515020+1146069;0.039916;8;328583570;1;0;;;;;;132.95917769703;11.76858870619;0.441682;0.301236;-0.1013
Gaia DR3 604918144751101440;132.87074596745;11.84252187991;1636148068921376768;604918144751101440;434079052;0.0141;0.0073;1.1787;0.0173;68.3262;11.417;-11.006;0.018;-3.035;0.012;-0.2297;0.0481;0.0864;0.0336;0.1146;0.0557;-0.0192;0.3118;-0.2060;-0.1551;381;381;374;7;-2.1291;6.4153e+02;0.063;5.7644e+00;31;0;1.460;;;;;;;;43;16;0.025733;47;7;2;5.737e-02;1.009e+01;0;0;0.922;;;;;;;;;0;375;1514265.21145;2.42389e+02;6.24726e+03;10.236862;0.002761;45;6.58358e+05;2.27315e+02;2.89624e+03;10.792387;0.002815;45;1.21725e+06;2.09176e+02;5.81927e+03;9.534445;0.003784;1.239;0;5;0;0;0;1.257942;0.555525;0.702417;33.39;0.17;1;19;10;11;1.1223e+02;-3.7076e-01;0.364939;902.362;1.90;4750.0;2.5;0.00;222;;;;9.269952;0.016077;5;1.238328e+02;NOT_AVAILABLE;215.67257468402;31.95472221565;131.99171016209;-5.56839270316;0;0;0;1;1;1;0;0;0;1;0;0.000000;0.000000;0.999976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;814-1147-1;0.014493;8;1550050;1;URAT1-510153239;0.051827;40;64572803;1;0;J085128.98+115033.0;0.051804;8;455013655;1;0;38525350;5188755;0.299152;1;0;8;N8X7000686;0.027069;8;621071668;1;0;;;;;;08512898+1150330;0.087496;8;328800801;1;0;;;;;;132.87079594753;11.84253536994;0.289396;0.192779;-0.1595
Gaia DR3 604905156769963136;133.07734294700;11.74064617615;1636148068921376768;604905156769963136;769481500;0.0146;0.0069;1.1759;0.0179;65.7926;11.533;-11.137;0.020;-2.995;0.013;-0.1339;0.0095;-0.0589;0.0939;0.1037;0.0907;-0.1102;0.0660;-0.4665;0.1461;383;383;380;3;-2.6753;6.1964e+02;0.056;4.5217e+00;31;0;1.466;;;;;;;;43;16;0.027243;45;8;2;5.913e-02;8.409e+00;0;0;0.903;;;;;;;;;0;380;1643547.63886;2.19941e+02;7.47266e+03;10.147911;0.002759;44;7.25610e+05;2.16215e+02;3.35597e+03;10.686784;0.002809;44;1.30523e+06;2.90825e+02;4.48801e+03;9.458681;0.003787;1.236;0;13;0;12;0;1.228103;0.538873;0.689230;33.75;0.16;1;20;7;10;1.2264e+02;5.9292e-01;0.076180;851.451;1.33;4750.0;2.5;0.00;222;7.7575;1.4387;9;9.189542;0.007680;9;1.363533e+02;NOT_AVAILABLE;215.88160238094;32.09569314719;132.21511500618;-5.61131559937;0;0;0;1;1;1;0;0;0;1;0;0.000000;0.000000;0.999980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;171390863;1237671262272356806;0.088467;1;0;8;;;;;;814-2361-1;0.065213;8;1548191;1;URAT1-509150733;0.057655;40;64237358;1;0;J085218.56+114426.3;0.044635;8;454417822;1;0;38481111;5188526;0.048891;1;0;8;N8X7000852;0.017719;8;620395080;1;0;J085218.6+114426;0.110291;8;451679;1;08521856+1144263;0.109953;8;328501512;1;0;20070409_0851p11_120;0.110291;8;451565;1;133.07739350367;11.74065948690;0.313721;0.211835;0.1374
Gaia DR3 604920202039656064;132.99796168845;11.91799675650;1636148068921376768;604920202039656064;445393922;0.0153;0.0080;1.1576;0.0187;61.8832;11.365;-10.975;0.019;-2.954;0.013;-0.2643;-0.1528;-0.3398;0.1250;0.2823;0.1864;-0.2820;0.3814;-0.3855;-0.2130;415;415;405;10;-0.3104;8.0384e+02;0.080;1.0001e+01;31;0;1.465;;;;;;;;47;17;0.028726;50;12;0;4.049e-02;5.626e+00;0;0;0.988;;;;;;;;;0;413;1552021.74156;2.41976e+02;6.41395e+03;10.210122;0.002761;48;6.83067e+05;2.34189e+02;2.91674e+03;10.752384;0.002815;46;1.23558e+06;2.39001e+02;5.16974e+03;9.518223;0.003785;1.236;0;33;0;11;0;1.234161;0.542262;0.691899;34.55;0.16;1;24;7;12;1.2971e+02;8.3691e-01;0.039630;882.933;1.48;4750.0;2.5;0.00;222;8.0725;1.2748;12;9.248151;0.007054;12;;NOT_AVAILABLE;215.65308413196;32.09936439082;132.09141643770;-5.46188030350;0;0;0;1;1;0;0;0;0;1;0;0.000000;0.000000;0.999980;4610.8;4608.9;4612.9;2.4282;2.4186;2.4389;-0.1949;-0.1967;-0.1928;759.8945;751.8765;767.1694;0.0286;0.0260;0.0311;0.0222;0.0201;0.0241;0.0116;0.0105;0.0127;MARCS;;;;;;;;;;;172688745;1237671125370470410;0.116356;1;0;8;;;;;;814-817-1;0.069410;8;1551386;1;URAT1-510153416;0.064451;40;64822632;1;0;J085159.51+115504.7;0.050291;8;455454457;1;0;38557926;5188797;0.019274;1;0;8;N8X7000596;0.051246;8;621576843;1;0;;;;;;08515952+1155049;0.088125;8;329038233;1;0;;;;;;132.99801153899;11.91800988619;0.315411;0.215725;-0.2202
Gaia DR3 604917629355042176;132.84496547830;11.80048166625;1636148068921376768;604917629355042176;268619253;0.0143;0.0080;1.1576;0.0180;64.2008;11.329;-10.966;0.018;-2.847;0.014;-0.2710;0.0270;-0.0069;-0.0752;0.1043;-0.0112;0.0607;0.3161;-0.2914;-0.2655;375;375;367;8;-0.7154;6.9599e+02;0.072;7.7119e+00;31;0;1.464;;;;;;;;43;17;0.026587;47;8;0;7.026e-02;1.267e+01;0;0;0.973;;;;;;;;;0;374;1610568.19277;2.17021e+02;7.42127e+03;10.169919;0.002759;43;7.07916e+05;2.18133e+02;3.24534e+03;10.713588;0.002810;42;1.28347e+06;2.74783e+02;4.67086e+03;9.476929;0.003787;1.236;0;0;0;0;0;1.236659;0.543669;0.692990;33.76;0.14;1;18;12;10;1.1838e+02;-1.9096e+00;0.920041;701.686;1.08;4750.0;2.5;0.00;222;;;;9.210403;0.018793;2;1.252206e+02;NOT_AVAILABLE;215.70512237769;31.91421098444;131.97879416033;-5.61570950902;0;0;0;1;1;1;0;0;0;1;0;0.000000;0.000000;0.999977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;171828596;1237671262272290962;0.045004;1;0;8;;;;;;814-1531-1;0.022146;8;1549277;1;URAT1-510153183;0.053393;40;64434609;1;0;J085122.79+114801.7;0.041999;8;454767851;1;0;38507131;5188740;0.042586;1;0;8;N8X7000761;0.051130;8;620791552;1;0;;;;;;08512280+1148016;0.138614;8;328677187;1;0;;;;;;132.84501526700;11.80049431826;0.291571;0.217283;-0.2619
Gaia DR3 604911478961895424;132.79902881718;11.75613476568;1636148068921376768;604911478961895424;552580984;0.0316;0.0182;0.9783;0.0372;26.2754;11.293;-11.034;0.039;-2.407;0.030;-0.2355;-0.0252;-0.0945;0.0574;0.1736;0.0854;-0.0538;0.2175;-0.0502;-0.2000;377;377;370;7;0.9535;3.2864e+03;0.269;9.9313e+01;31;0;1.779;;;;;;;;43;18;0.055897;46;10;1;1.126e-01;1.244e+01;0;0;1.035;;;;;;;;;0;377;1868893.02610;5.64649e+02;3.30983e+03;10.008406;0.002775;41;1.41018e+06;6.65952e+02;2.11754e+03;9.965356;0.002837;41;7.45099e+05;2.25033e+02;3.31106e+03;10.067360;0.003794;1.153;0;0;0;1;0;-0.102004;-0.043050;-0.058954;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.73036517231;31.85480154206;131.94741304919;-5.67060620431;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;1.000000;11973.6;11943.7;11999.9;3.9778;3.9665;3.9905;0.2024;0.1534;0.2497;1107.5054;1087.7253;1127.3102;0.0773;0.0757;0.0789;0.0759;0.0743;0.0774;0.0405;0.0396;0.0414;A;43465;0.010716;1;72;;;;;;;171504242;1237670964308476250;0.160658;1;0;8;;;;;;814-1795-1;0.021949;8;1548474;1;URAT1-509150349;0.052498;40;64288303;1;0;J085111.77+114521.9;0.124395;8;454508007;1;0;38487820;5188623;0.113971;1;0;8;N8X7000833;0.034999;8;620497264;1;0;;;;;;08511178+1145220;0.077597;8;328546825;1;0;;;;;;132.79907890571;11.75614546480;0.629389;0.478464;-0.2048
Gaia DR3 604921512005266048;132.85904725234;11.89776085199;1636148068921376768;604921512005266048;1689249793;0.0147;0.0078;1.1845;0.0170;69.6413;11.338;-11.021;0.018;-2.664;0.013;-0.1741;-0.0880;0.0908;0.1771;0.0705;0.1233;-0.0222;0.3199;-0.1519;-0.1536;362;362;356;6;-1.3779;6.5010e+02;0.070;6.6179e+00;31;0;1.466;;;;;;;;41;19;0.025985;46;7;1;5.701e-02;1.758e+01;0;0;0.948;;;;;;;;;1;365;1558279.21773;2.18915e+02;7.11820e+03;10.205753;0.002760;43;6.88611e+05;1.69324e+02;4.06681e+03;10.743608;0.002803;42;1.23789e+06;2.59084e+02;4.77797e+03;9.516186;0.003786;1.236;0;26;0;0;0;1.227422;0.537854;0.689568;34.23;0.16;1;19;9;12;1.1526e+02;-3.7055e-01;0.363716;882.933;1.43;4750.0;2.5;0.00;222;9.7610;1.5802;9;9.242211;0.007440;9;1.292056e+02;NOT_AVAILABLE;215.60778705912;31.96741533532;131.96555278366;-5.51834682798;0;0;0;1;1;1;0;0;0;1;0;0.000000;0.000000;0.999980;4654.8;4647.2;4660.7;2.3382;2.3129;2.3675;-0.1809;-0.1828;-0.1778;925.6100;894.8407;952.6426;0.0554;0.0480;0.0619;0.0431;0.0373;0.0482;0.0226;0.0195;0.0253;MARCS;;;;;;;;;;;;;;;;;;;;;;814-1025-1;0.058999;8;1551034;1;URAT1-510153214;0.048213;40;64755763;1;0;J085126.17+115351.9;0.051893;8;455336236;1;0;38549212;5188842;0.028940;1;0;8;N8X7000610;0.025586;8;621441090;1;0;;;;;;08512618+1153520;0.063906;8;328974194;1;0;;;;;;132.85909731019;11.89777268993;0.291581;0.210526;-0.1677
Gaia DR3 604919690939411456;132.91405778104;11.86267313931;1636148068921376768;604919690939411456;1427842486;0.0169;0.0086;1.1649;0.0204;56.9656;11.532;-11.136;0.022;-2.997;0.016;-0.2343;-0.0015;-0.0566;0.0477;0.0755;0.0683;-0.0047;0.1988;-0.3343;-0.0692;421;421;414;7;6.5942;1.2648e+03;0.109;1.8396e+01;31;0;1.480;;;;;;;;48;17;0.031230;51;8;0;6.351e-02;9.043e+00;0;0;1.238;;;;;;;;;0;418;336158.96943;6.65334e+01;5.05249e+03;11.871005;0.002764;47;1.53797e+05;6.31438e+01;2.43567e+03;12.371169;0.002826;47;2.59098e+05;6.90863e+01;3.75035e+03;11.214236;0.003790;1.228;0;6;0;0;0;1.156933;0.500164;0.656769;35.02;0.36;1;22;6;13;4.3843e+01;-1.2343e-01;0.480308;851.451;5.09;5000.0;3.0;0.00;222;8.8120;7.2497;15;10.943229;0.012014;15;4.412402e+01;NOT_AVAILABLE;215.67189606340;32.00165318679;132.02718529297;-5.53747108636;0;0;0;1;1;1;0;0;0;1;0;0.000000;0.000000;0.999980;5227.6;5186.8;5261.9;3.2578;3.1849;3.3284;0.0827;0.0796;0.1073;985.7960;902.7279;1076.3851;0.3102;0.2763;0.3403;0.2468;0.2195;0.2711;0.1296;0.1152;0.1425;PHOENIX;;;;;;;;;;;;;;;;;;;;;;814-1225-1;0.308311;8;1550441;1;URAT1-510153319;0.053964;40;64639251;1;0;J085139.38+115145.6;0.051248;8;455131578;1;0;38534015;5188788;0.078642;1;0;8;N8X7000653;0.355926;8;621206265;1;0;;;;;;08513938+1151456;0.083457;8;328862227;1;0;;;;;;132.91410835369;11.86268645946;0.359311;0.253053;-0.0738
Gaia DR3 604921958681906176;132.73200070280;11.87073418334;1636148068921376768;604921958681906176;1799205552;0.0733;0.0405;1.1536;0.0842;13.7044;11.704;-11.319;0.090;-2.975;0.068;-0.2511;-0.1544;-0.1034;0.0726;0.0743;0.0577;-0.0526;0.1136;-0.1307;-0.1368;389;386;388;1;84.1111;2.4730e+04;0.658;7.2898e+02;31;0;1.568;;;;;;;;45;18;0.126238;47;10;0;5.458e-02;1.534e+01;0;0;5.262;;;;;;;;;0;366;349362.44674;8.60604e+01;4.05950e+03;11.829176;0.002768;46;1.92581e+05;8.11191e+01;2.37404e+03;12.127011;0.002827;44;2.25859e+05;7.13387e+01;3.16601e+03;11.363302;0.003795;1.198;0;0;0;0;0;0.763709;0.297835;0.465874;33.60;0.53;1;21;7;13;3.7805e+01;-3.5391e-01;0.615544;870.880;7.53;5750.0;3.0;0.25;444;8.8820;6.6145;14;11.194783;0.017486;14;3.886115e+01;NOT_AVAILABLE;215.57551275518;31.84317333883;131.85270921293;-5.57811392299;0;0;0;1;1;1;0;0;1;1;0;0.000000;0.000000;0.999798;5893.3;5881.9;5903.5;3.9342;3.9167;3.9523;-0.2159;-0.2246;-0.2070;646.7727;626.3379;666.6708;0.0590;0.0524;0.0647;0.0499;0.0443;0.0549;0.0269;0.0238;0.0295;MARCS;;;;;;;;;;;172342769;1237671125370339497;0.081198;1;0;8;;;;;;;;;;;URAT1-510152975;0.046508;40;64666053;1;0;J085055.68+115214.6;0.018344;8;455178601;1;0;38537497;5188856;0.073775;1;0;8;N8X7000076;0.143683;8;621260596;1;0;;;;;;08505569+1152146;0.023336;8;328888069;1;0;;;;;;132.73205211039;11.87074740410;1.444233;1.096233;-0.1418
Gaia DR3 604917835513458688;132.87684134733;11.81618806596;1636148068921376768;604917835513458688;941052385;0.0228;0.0122;1.3622;0.0275;49.6141;11.510;-11.119;0.028;-2.973;0.021;-0.2468;-0.0096;-0.0220;-0.0202;0.1178;0.0236;0.0379;0.2886;-0.1774;-0.1925;420;420;415;5;15.5064;2.1780e+03;0.184;5.3193e+01;31;0;1.477;;;;;;;;48;17;0.040410;50;9;0;5.359e-02;1.191e+01;0;0;1.587;;;;;;;;;0;397;356817.52548;6.46639e+01;5.51803e+03;11.806252;0.002762;44;1.62529e+05;9.65136e+01;1.68400e+03;12.311217;0.002864;43;2.76447e+05;1.04781e+02;2.63833e+03;11.143867;0.003802;1.230;0;0;0;0;0;1.167351;0.504966;0.662385;36.44;2.32;1;11;5;10;3.3500e+01;1.0868e+01;0.000000;902.362;18.12;5000.0;3.0;0.00;222;;;;10.858973;0.009622;5;;NOT_AVAILABLE;215.70370514767;31.94912180578;132.00467367968;-5.59211185829;0;0;0;1;1;0;0;0;0;1;0;0.000000;0.000000;0.999979;5211.4;5209.0;5213.6;3.3208;3.3100;3.3315;0.0789;0.0783;0.0796;889.4948;878.8710;900.4942;0.3293;0.3270;0.3316;0.2616;0.2598;0.2634;0.1374;0.1364;0.1384;PHOENIX;;;;;1225728113;122181328768380396;0.876168;1;0;72;171944935;1237671262272291031;0.049548;1;0;8;;;;;;;;;;;URAT1-510153249;0.081803;40;64486473;1;0;J085130.45+114858.0;0.304505;72;454859367;1;0;38514114;5188750;1.289208;1;0;8;N8X7000735;1.624118;72;620893354;1;0;;;;;;08513044+1148582;0.110966;8;328723708;1;0;;;;;;132.87689183462;11.81620127949;0.453549;0.331248;-0.1925
Gaia DR3 604921542069455104;132.83651361609;11.89058889859;1636148068921376768;604921542069455104;544905365;0.7981;0.6991;;;;;;;;;-0.6712;;;;;;;;;;66;66;54;12;97.9721;2.1453e+04;2.297;1.3359e+03;3;0;;;;;;;;;8;7;1.922694;8;2;24;2.856e-01;4.963e+00;81;0;;;;;;;;;;0;53;339315.67842;3.76410e+03;9.01453e+01;11.860857;0.012355;2;4.10464e+05;1.61216e+03;2.54605e+02;11.305355;0.005096;2;4.03607e+05;5.93841e+03;6.79654e+01;10.733000;0.016416;2.399;0;2;0;2;0;0.572355;-0.555502;1.127857;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.60460810576;31.94438584620;131.94619206294;-5.53124136898;0;0;0;0;0;0;0;0;0;0;0;0.000000;0.000000;0.999430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38546092;5188841;0.365042;1;1;16;N8X7000617;0.581666;16;621393182;1;1;;;;;;08512079+1153261;0.421133;16;328951528;1;1;;;;;;132.83651361609;11.89058889859;0.798105;0.699120;-0.6712
Gaia DR3 604921546365012480;132.83663273612;11.89059106238;1636148068921376768;604921546365012480;131241535;5.5277;3.0621;;;;;;;;;-0.1769;;;;;;;;;;366;366;366;0;2850.6711;1.3321e+08;47.745;2.2408e+06;3;0;;;;;;;;;42;17;9.498470;49;29;4;2.389e-01;6.196e+00;94;0;;;;;;;;;;0;360;423258.52946;3.13402e+03;1.35053e+02;11.620852;0.008498;36;4.07774e+05;1.71646e+03;2.37567e+02;11.312494;0.005355;35;4.02018e+05;1.75637e+03;2.28892e+02;10.737281;0.006065;1.913;0;36;0;35;0;0.575213;-0.308358;0.883572;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.60466318833;31.94449265044;131.94630417559;-5.53120761409;0;0;0;1;1;0;0;0;0;0;0;0.000000;0.000000;0.999911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;814-889-1;0.326777;16;1550913;2;URAT1-510153162;0.119335;16;64732172;1;0;J085120.78+115326.0;0.107350;16;455294464;1;0;38546092;5188841;0.064322;1;1;16;N8X7000617;0.179245;16;621393182;1;1;;;;;;08512079+1153261;0.014206;16;328951528;1;1;;;;;;132.83663273612;11.89059106238;5.527748;3.062133;-0.1769
Gaia DR3 604911135364519808;132.76459353599;11.75077021463;1636148068921376768;604911135364519808;281706936;0.0384;0.0236;1.0693;0.0464;23.0297;11.484;-11.054;0.049;-3.111;0.045;-0.3414;-0.0828;-0.0180;-0.0634;0.1996;-0.0364;0.1330;0.0591;0.1848;-0.3976;341;341;335;6;23.2738;5.8271e+03;0.320;1.5581e+02;31;1;1.654;;;;;;;;39;17;0.077046;42;8;0;9.058e-02;1.405e+01;0;0;2.030;;;;;;;;;0;319;589887.41118;2.87267e+02;2.05345e+03;11.260444;0.002806;34;3.75860e+05;2.18552e+02;1.71978e+03;11.400977;0.002861;34;3.13612e+05;1.06148e+02;2.95449e+03;11.006912;0.003797;1.169;0;2;0;2;0;0.394065;0.140533;0.253531;32.50;1.99;1;24;3;15;4.9612e+01;2.4724e+00;0.002951;902.362;26.57;8000.0;4.5;0.50;555;55.1438;17.9734;21;10.911411;0.008102;21;;NOT_AVAILABLE;215.71946944345;31.82194299939;131.91626985963;-5.68492258872;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999804;7607.8;7602.5;7616.9;3.7488;3.7432;3.7633;0.0753;0.0545;0.0816;1118.6798;1089.8934;1129.7314;0.2195;0.2167;0.2231;0.1997;0.1972;0.2030;0.1065;0.1051;0.1083;MARCS;;;;;;;;;;;171463768;1237670964308476206;0.501722;1;0;72;;;;;;813-2294-1;0.063295;8;1548371;1;URAT1-509150310;0.048431;40;64270752;1;0;J085103.50+114502.7;0.041540;8;454476853;1;0;38485454;5188610;0.031810;1;0;8;N8X7000123;0.093137;8;620461903;2;0;;;;;;08510351+1145027;0.060367;8;328531226;1;0;;;;;;132.76464371878;11.75078403967;0.784030;0.717484;-0.3945
Gaia DR3 604903026466218368;132.97858684951;11.67381197756;1636148068921376768;604903026466218368;1014020820;0.0313;0.0164;2.9844;0.0357;83.6921;51.108;-26.290;0.042;-43.828;0.028;-0.1584;-0.0816;0.1731;0.1130;0.0242;0.0451;0.0086;0.1053;-0.2751;0.0194;396;396;379;17;15.6678;3.9463e+03;0.251;9.1682e+01;31;0;1.576;;;;;;;;45;17;0.058417;50;7;2;8.133e-02;1.535e+01;1;0;1.623;;;;;;;;;0;410;562572.95866;3.24167e+02;1.73544e+03;11.311920;0.002825;47;3.13692e+05;1.25069e+02;2.50815e+03;11.597283;0.002824;44;3.58063e+05;7.95996e+01;4.49831e+03;10.862995;0.003787;1.194;0;0;0;0;0;0.734288;0.285363;0.448925;50.93;0.53;1;20;3;10;5.2771e+01;3.6650e-01;0.334387;851.451;7.55;6000.0;4.0;-0.25;222;5.0525;4.6686;14;10.675765;0.009443;14;5.467905e+01;NOT_AVAILABLE;215.90529295473;31.97987120732;132.13994305722;-5.70199143019;0;0;0;1;1;1;0;0;1;1;0;0.000000;0.000000;0.999640;5888.8;5887.7;5890.3;4.0297;4.0279;4.0320;-0.4950;-0.4984;-0.4907;329.7622;329.0309;330.3894;0.0003;0.0000;0.0013;0.0003;0.0000;0.0011;0.0001;0.0000;0.0006;MARCS;;;;;;;;;;;170896870;1237671262272291366;0.190076;1;0;8;;;;;;814-2253-1;0.131811;8;1546993;1;URAT1-509150623;0.054535;40;64017721;1;0;J085154.87+114025.9;0.044281;8;454027431;1;0;38452150;5188488;0.059957;1;0;8;N8X7000901;0.094173;8;619954498;1;0;;;;;;08515489+1140264;0.046697;8;328306406;1;0;;;;;;132.97870616060;11.67400676888;0.666702;0.454777;0.0123
Gaia DR3 604916873440769152;132.93777157403;11.79609055544;1636148068921376768;604916873440769152;1133221570;0.0212;0.0115;1.2509;0.0254;49.2997;11.415;-11.060;0.026;-2.825;0.019;-0.2060;0.0243;-0.0910;0.0212;-0.0034;0.0298;-0.0544;0.3111;-0.2786;-0.1635;445;445;429;16;9.7376;2.4881e+03;0.173;4.8140e+01;31;0;1.471;;;;;;;;50;18;0.037002;57;12;1;5.993e-02;1.286e+01;0;0;1.352;;;;;;;;;0;426;611558.89358;1.65854e+02;3.68733e+03;11.221272;0.002771;49;2.74073e+05;1.33781e+02;2.04866e+03;11.743878;0.002840;49;4.80075e+05;1.42642e+02;3.36561e+03;10.544621;0.003793;1.233;0;0;0;0;0;1.199257;0.522607;0.676650;33.11;0.21;1;26;8;13;7.6408e+01;-5.7681e-01;0.560549;902.362;2.80;5000.0;3.0;-0.25;222;6.8949;4.0588;17;10.275027;0.009079;17;8.057596e+01;NOT_AVAILABLE;215.75465520571;31.99487016093;132.06783394603;-5.59522215184;0;0;0;1;1;1;0;0;0;1;0;0.000000;0.000000;0.999984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;171796504;1237671262272291021;0.081092;1;0;8;;;;;;814-1591-1;0.100426;8;1549193;1;URAT1-509150572;0.052254;40;64420215;1;0;J085145.07+114745.8;0.064051;8;454742063;1;0;38505233;5188714;0.095626;1;0;8;N8X7000768;0.100633;8;620762440;1;0;;;;;;08514507+1147459;0.039137;8;328664422;1;0;;;;;;132.93782178886;11.79610311030;0.416805;0.299445;-0.1647
